Адрес;Построен;Степень износа;Дата ремонта, гг;Долгота;Широта
Николая Островского, 107;1960 г.;38;2015-2017;56.271979;57.999186
Весенняя, 17а;1960 г.;37;2015-2017;56.231806;57.960733
Богдана Хмельницкого, 11;1960 г.;37;2015-2017;55.930547;58.005033
Крупской, 39;1960 г.;37;2015-2017;56.281348;58.015237
Хохрякова, 25;1960 г.;37;2015-2017;56.198730;58.005048
Вильямса, 35;1960 г.;37;2015-2017;56.303851;58.105777
Дружбы, 28;1960 г.;36;2015-2017;56.283082;58.015418
Шарташская, 4;1960 г.;36;2015-2017;56.241669;57.986645
Дружбы, 14;1960 г.;36;2015-2017;56.288535;58.016562
Сивкова, 12;1960 г.;36;2015-2017;56.213076;57.984307
Оршанская, 13;1960 г.;36;2015-2017;56.436469;58.149085
Космонавта Леонова, 26а;1960 г.;36;2015-2017;56.168879;57.971814
Весенняя, 15а;1960 г.;35;2015-2017;56.232677;57.960180
Лякишева, 2;1960 г.;35;2015-2017;56.303851;58.000880
Железнодорожная Лёвшино, 9а;1960 г.;35;2015-2017;56.377962;58.137623
Героев Хасана, 3;1960 г.;35;2015-2017;56.255387;57.994398
Дружбы, 30;1960 г.;35;2015-2017;56.282219;58.014946
Коминтерна, 26;1960 г.;35;2015-2017;56.245344;57.987876
Двинская, 9;1960 г.;35;2015-2017;56.315798;58.112633
Дружбы, 6;1960 г.;34;2015-2017;56.289586;58.016839
Комсомольский, 41;1960 г.;34;2015-2017;56.243933;58.005291
Краснова, 28;1960 г.;34;2015-2017;56.243709;58.004948
Ким, 94;1960 г.;33;2015-2017;56.281123;58.016781
Подлесная, 7/4;1960 г.;33;2015-2017;56.141911;57.994631
Карпинского, 90;1960 г.;33;2015-2017;56.208001;57.974310
Качалова, 25;1960 г.;33;2015-2017;56.172733;57.975866
Д.Давыдова, 27;1960 г.;33;2015-2017;56.234195;58.010259
Нефтяников, 1;1960 г.;33;2015-2017;56.183791;57.974544
Островского, 81;1960 г.;33;2015-2017;56.588563;58.051826
Лодыгина, 37;1960 г.;32;2015-2017;56.232210;57.966778
Лядовская(Запруд), 111;1960 г.;32;2015-2017;56.354606;58.035497
Ким, 111;1960 г.;32;2015-2017;56.282606;58.016262
Лядовская(Запруд), 109;1960 г.;32;2015-2017;56.354597;58.035921
Дружбы, 4;1960 г.;32;2015-2017;56.290080;58.017230
Качалова, 23;1960 г.;32;2015-2017;56.172760;57.976281
Качалова, 21;1960 г.;32;2015-2017;56.172409;57.976625
Ким, 115;1960 г.;32;2015-2017;56.280935;58.016362
Лядовская(Запруд), 103;1960 г.;31;2015-2017;56.353716;58.035497
Ветлужская, 34;1960 г.;31;2015-2017;56.106006;58.042705
М. Рыбалко, 80;1960 г.;31;2015-2017;55.960784;58.008452
М. Рыбалко, 96;1960 г.;31;2015-2017;55.966165;58.009983
М. Рыбалко, 84;1960 г.;31;2015-2017;55.961952;58.008834
Маршала  Рыбалко, 76;1960 г.;31;2015-2017;55.959410;58.008104
Оршанская, 5;1960 г.;31;2015-2017;56.437170;58.150657
Лядовская(Запруд), 105;1960 г.;31;2015-2017;56.353716;58.035911
Боровая, 30;1960 г.;30;2015-2017;56.186962;57.996969
Космонавта Леонова, 5;1960 г.;30;2015-2017;56.166597;57.975961
Ветлужская, 91;1960 г.;30;2015-2017;56.092091;58.045420
Гарцовская, 52;1960 г.;30;2015-2017;56.354228;58.036536
Боровая, 24;1960 г.;29;2015-2017;56.185183;57.997465
Нефтяников, 52;1960 г.;29;2015-2017;56.165259;57.970143
Маршала Рыбалко, 88;1960 г.;29;2015-2017;55.964647;58.009368
Космонавта Леонова, 3;1960 г.;29;2015-2017;56.166543;57.976415
Коминтерна, 24;1960 г.;29;2015-2017;56.245847;57.987733
Мира, 101;1960 г.;29;2015-2017;56.160273;57.969947
М. Рыбалко, 82;1960 г.;29;2015-2017;55.961674;58.008400
Калинина, 15;1960 г.;29;2015-2017;56.013147;58.023626
Камышинская, 12;1960 г.;29;2015-2017;56.034203;58.033610
Богдана Хмельницкого, 3;1960 г.;28;2015-2017;55.925777;58.002472
Качалова, 15;1960 г.;28;2015-2017;56.171071;57.977149
Заречная, 157;1960 г.;28;2015-2017;56.092019;58.046725
Маршала Рыбалко, 86;1960 г.;27;2015-2017;55.964036;58.009058
Елькина, 4;1960 г.;27;2015-2017;56.236477;57.997555
Адмирала Ушакова, 5;1960 г.;27;2015-2017;56.036270;58.034177
М. Рыбалко, 74;1960 г.;27;2015-2017;55.958125;58.008347
Пушкина, 29;1960 г.;26;2015-2017;56.244445;58.006926
Космонавтов, 177;1960 г.;26;2015-2017;56.172266;57.978104
Газеты Звезды, 14;1960 г.;26;2015-2017;56.241795;58.014398
Липатова, 13;1960 г.;26;2015-2017;55.963632;58.008529
Монастырская, 101а;1960 г.;26;2015-2017;56.212357;58.011084
Ленина, 81;1960 г.;26;2015-2017;56.199781;58.004700
Комсомольский, 40;1960 г.;26;2015-2017;56.243619;58.006869
Одоевского, 16;1960 г.;25;2015-2017;56.174305;57.978705
Ким, 107;1960 г.;25;2015-2017;56.283369;58.016634
Качалова, 18;1960 г.;25;2015-2017;56.170999;57.976567
Баумана, 25;1960 г.;25;2015-2017;56.186450;57.982690
Ким, 113;1960 г.;25;2015-2017;56.281698;58.016214
Героев Хасана, 7;1960 г.;23;2015-2017;56.256465;57.993210
Адмирала Нахимова, 11;1960 г.;23;2015-2017;55.952421;58.002091
Ким, 109;1960 г.;22;2015-2017;56.282570;58.016729
Богдана Хмельницкого, 5;1960 г.;21;2015-2017;55.927061;58.003140
Папанинцев, 10;1960 г.;21;2015-2017;56.178141;58.001037
Мира, 112;1960 г.;21;2015-2017;56.165349;57.972463
Нефтяников, 48;1960 г.;20;2015-2017;56.167828;57.970959
Гремячинская, 71;1960 г.;18;2015-2017;56.172966;58.000388
Борчанинова, 1б;1960 г.;18;2015-2017;56.219993;58.007174
Ленина, 74в;1960 г.;18;2015-2017;56.219104;58.007465
Луначарского, 62б;1960 г.;18;2015-2017;56.238229;58.007036
Буксирная, 9;1960 г.;13;2015-2017;56.037096;58.035683
Косякова, 13;1960 г.;1;2015-2017;56.375141;58.112310
Краснослудская, 9;1960 г.;;2015-2017;56.394473;58.110503
Сергинская, 20;1960 г.;;2015-2017;56.236423;57.962753
Лобвинская, 13;1960 г.;;2015-2017;56.312771;58.110408
Кузбасская, 34;1960 г.;;2015-2017;56.239370;57.959545
Комсомольский, 55;1960 г.;;2015-2017;56.249718;57.999215
Победы, 31;1960 г.;;2015-2017;55.922992;58.006512
Кировоградская, 31;1960 г.;;2015-2017;55.952088;57.998795
Нефтяников, 46;1960 г.;;2015-2017;56.168636;57.971155
Чебоксарская, 10;1960 г.;;2015-2017;55.918905;58.004571
Боровая, 28;1960 г.;;2015-2017;56.186522;57.997245
Охотников, 20;1960 г.;;2015-2017;55.932775;58.003622
Танкистов, 29;1960 г.;;2015-2017;56.213193;57.982251
Льва Толстого, 25а;1960 г.;;2015-2017;56.221206;57.986760
Чебоксарская, 12;1960 г.;;2015-2017;55.918905;58.004571
Новоржевская, 36;1960 г.;;2015-2017;55.920908;58.005806
Новоржевская, 30;1960 г.;;2015-2017;55.922543;58.005033
Звенигородская, 10;1960 г.;;2015-2017;56.309205;58.111616
Толбухина, 42;1960 г.;;2015-2017;56.292155;58.096988
Мира, 53;1960 г.;;2015-2017;56.178527;57.975465
Лобвинская, 14;1960 г.;;2015-2017;56.311711;58.111041
Кировоградская, 33;1960 г.;;2015-2017;55.953005;57.998938
Победы, 25;1960 г.;;2015-2017;55.922857;58.005467
Вильямса, 77;1960 г.;;2015-2017;56.290789;58.097231
Рязанская, 5;1960 г.;;2015-2017;56.206267;57.973355
Карпинского, 96;1960 г.;;2015-2017;56.206761;57.973069
Александра Щербакова, 34;1961 г.;69;2015-2017;56.385597;58.126746
Академика Веденеева, 77;1961 г.;69;2015-2017;56.385041;58.104869
Академика Веденеева, 79;1961 г.;69;2015-2017;56.385454;58.104560
А.Нахимова, 13;1961 г.;65;2015-2017;55.951864;58.002062
Вильямса, 69;1961 г.;65;2015-2017;56.292757;58.098691
Чистопольская, 9;1961 г.;63;2015-2017;55.941497;57.994755
Федосеева, 23;1961 г.;58;2015-2017;55.939719;58.000779
Одоевского, 27;1961 г.;56;2015-2017;56.177557;57.977221
п.Н.Курья ДОС 55, 55;1961 г.;51;2015-2017;56.025499;58.071456
Адмирала Старикова, 7;1961 г.;50;2015-2017;56.384834;58.138658
Докучаева, 2;1961 г.;50;2015-2017;56.126281;58.039894
Пихтовая, 28а;1961 г.;50;2015-2017;56.277710;57.975746
Пархоменко, 8;1961 г.;49;2015-2017;56.359277;58.079576
Окулова, 33;1961 г.;48;2015-2017;56.213920;58.012844
Вильямса, 37;1961 г.;48;2015-2017;56.302512;58.105397
Лядовская(Запруд), 113;1961 г.;46;2015-2017;56.354049;58.035249
Хохрякова, 6а;1961 г.;45;2015-2017;56.197841;58.005329
Крупской, 37;1961 г.;45;2015-2017;56.281007;58.015718
Сибирская, 57;1961 г.;45;2015-2017;56.255800;58.002425
Тимирязева, 25;1961 г.;45;2015-2017;56.264379;58.004442
Вильямса, 43;1961 г.;45;2015-2017;56.300132;58.103813
Вижайская, 5;1961 г.;44;2015-2017;56.232498;57.968062
Лядовская(Запруд), 121;1961 г.;44;2015-2017;56.355028;58.036226
Лядовская(Запруд), 117;1961 г.;44;2015-2017;56.355603;58.035487
Подлесная, 17/1;1961 г.;44;2015-2017;56.149116;57.993949
Линия 10-я, 17;1961 г.;43;2015-2017;56.285938;58.053055
Криворожская, 33;1961 г.;41;2015-2017;56.381986;58.133446
Подлесная, 21/1;1961 г.;41;2015-2017;56.150904;57.993997
Н.Быстрых, 4;1961 г.;41;2015-2017;56.297877;58.021119
Чернышевского, 35;1961 г.;41;2015-2017;56.262663;57.995695
Крупской, 28;1961 г.;41;2015-2017;56.277216;58.018674
Индустриализации, 22;1961 г.;40;2015-2017;56.303204;58.024975
Советской Армии, 7;1961 г.;40;2015-2017;56.193062;57.988100
Ласьвинская, 45;1961 г.;40;2015-2017;55.936422;58.005620
Комбайнеров, 34;1961 г.;40;2015-2017;56.182767;57.976233
Никитина, 18;1961 г.;40;2015-2017;56.303590;58.104098
Анвара Гатауллина, 17а;1961 г.;38;2015-2017;56.236738;57.961736
Д.Давыдова, 25;1961 г.;38;2015-2017;56.234195;58.010259
Крупской, 41;1961 г.;38;2015-2017;56.282381;58.014050
Липатова, 8а;1961 г.;38;2015-2017;55.966309;58.008333
Дружбы, 2;1961 г.;37;2015-2017;56.291382;58.017225
Дружбы, 12;1961 г.;37;2015-2017;56.289020;58.016920
Дружбы, 16;1961 г.;37;2015-2017;56.287969;58.016662
Марии Загуменных, 14;1961 г.;36;2015-2017;56.100239;58.043277
Геологов, 33;1961 г.;36;2015-2017;56.163803;57.961368
Качалова, 16;1961 г.;36;2015-2017;56.169885;57.976687
Танкистов, 3б;1961 г.;36;2015-2017;56.214711;57.989226
Карпинского, 102;1961 г.;36;2015-2017;56.205647;57.971923
М. Рыбалко, 94;1961 г.;36;2015-2017;55.966138;58.009611
Пихтовая, 30а;1961 г.;35;2015-2017;56.278509;57.976123
Молодежная, 8;1961 г.;35;2015-2017;56.589829;58.050998
Газеты Звезды, 12а;1961 г.;34;2015-2017;56.241157;58.014989
Техническая, 14;1961 г.;34;2015-2017;56.289244;58.013435
Марии Загуменных, 12;1961 г.;34;2015-2017;56.099897;58.042858
Карпинского, 84;1961 г.;34;2015-2017;56.210516;57.975384
Карпинского, 104;1961 г.;34;2015-2017;56.205234;57.971756
Островского, 79;1961 г.;34;2015-2017;56.589219;58.051855
Островского, 83;1961 г.;34;2015-2017;56.588015;58.051879
Крупской, 41а;1961 г.;33;2015-2017;56.282875;58.013449
Гагарина, 27;1961 г.;33;2015-2017;56.272455;58.019537
Папанинцев, 8;1961 г.;33;2015-2017;56.178608;58.001371
Д.Давыдова, 27а;1961 г.;33;2015-2017;56.234195;58.010259
Крупской, 38;1961 г.;33;2015-2017;56.279417;58.016124
Д.Давыдова, 25а;1961 г.;33;2015-2017;56.234195;58.010259
Крупской, 47;1961 г.;33;2015-2017;56.284851;58.012620
Карпинского, 98;1961 г.;33;2015-2017;56.206393;57.972677
Петропавловская, 46;1961 г.;33;2015-2017;56.238786;58.012939
Крупской, 45;1961 г.;32;2015-2017;56.284151;58.013387
Крупской, 40;1961 г.;32;2015-2017;56.279902;58.015604
Мира, 49;1961 г.;32;2015-2017;56.180467;57.976286
Космонавта Леонова, 7;1961 г.;32;2015-2017;56.167478;57.975928
Лядовская(Запруд), 119;1961 г.;32;2015-2017;56.355594;58.035916
Студенческая, 28;1961 г.;32;2015-2017;56.285840;58.012410
Адмирала Ушакова, 3;1961 г.;32;2015-2017;56.037258;58.034110
Петропавловская, 86;1961 г.;32767;2015-2017;56.197382;58.005620
Анвара Гатауллина, 12;1961 г.;31;2015-2017;56.240241;57.960165
Баумана, 19;1961 г.;31;2015-2017;56.188893;57.983763
Крупской, 49;1961 г.;31;2015-2017;56.283980;58.012758
Победы, 33;1961 г.;31;2015-2017;55.922651;58.007871
Крупской, 32;1961 г.;31;2015-2017;56.278375;58.017244
Ким, 95;1961 г.;31;2015-2017;56.289056;58.017911
Лядовская(Запруд), 107;1961 г.;30;2015-2017;56.354022;58.036231
Академика Веденеева, 81;1961 г.;30;2015-2017;56.386604;58.104222
Маршала  Рыбалко, 28;1961 г.;30;2015-2017;55.948926;58.003240
Семченко, 11;1961 г.;30;2015-2017;56.202799;57.980643
Крупской, 43;1961 г.;29;2015-2017;56.283612;58.013053
Кавалерийская, 5;1961 г.;29;2015-2017;56.196430;57.987595
Калинина, 17;1961 г.;29;2015-2017;56.013560;58.024132
Краснополянская, 15;1961 г.;28;2015-2017;56.271781;57.968238
Машинистов, 39;1961 г.;28;2015-2017;56.106868;58.040942
Уральская, 117;1961 г.;28;2015-2017;56.275419;58.018817
Карпинского, 78;1961 г.;28;2015-2017;56.212268;57.976143
Техническая, 6;1961 г.;28;2015-2017;56.288031;58.014774
Писарева, 11;1961 г.;28;2015-2017;56.304830;58.105378
Дружбы, 27;1961 г.;27;2015-2017;56.283504;58.014097
Мира, 51;1961 г.;27;2015-2017;56.179084;57.975942
Дружбы, 23а;1961 г.;27;2015-2017;56.283261;58.014503
Одоевского, 24;1961 г.;27;2015-2017;56.175239;57.977054
Боровая, 26;1961 г.;26;2015-2017;56.185552;57.996907
Генерала Наумова, 11;1961 г.;26;2015-2017;56.107398;58.039847
Папанинцев, 21;1961 г.;26;2015-2017;56.177395;57.999606
Ким, 97;1961 г.;26;2015-2017;56.288283;58.017725
Комсомольский, 32;1961 г.;26;2015-2017;56.240789;58.009792
Космонавта Леонова, 9;1961 г.;26;2015-2017;56.167046;57.975465
Дружбы, 23б;1961 г.;26;2015-2017;56.283261;58.014503
Комсомольский, 17;1961 г.;26;2015-2017;56.237223;58.012305
Ветлужская, 93;1961 г.;25;2015-2017;56.091426;58.045411
Пушкина, 37;1961 г.;25;2015-2017;56.241508;58.006168
Ветлужская, 95;1961 г.;25;2015-2017;56.090797;58.045401
Екатерининская, 96;1961 г.;25;2015-2017;56.239199;58.009039
Машинистов, 26;1961 г.;25;2015-2017;56.107057;58.040499
Петропавловская, 17;1961 г.;25;2015-2017;56.250446;58.016653
Одоевского, 20;1961 г.;25;2015-2017;56.174502;57.977732
Ленина, 71;1961 г.;25;2015-2017;56.204641;58.005639
Камышинская, 11;1961 г.;25;2015-2017;56.034769;58.035792
Буксирная, 19;1961 г.;25;2015-2017;56.037240;58.034901
Адмирала .Невского, 27;1961 г.;25;2015-2017;55.949771;58.002620
2-я Гамовская, 21;1961 г.;23;2015-2017;56.159977;57.968945
2-я Гамовская, 20;1961 г.;23;2015-2017;56.159689;57.969231
Комбайнеров, 32;1961 г.;23;2015-2017;56.182623;57.976481
2-я Гамовская, 22;1961 г.;23;2015-2017;56.160623;57.969446
Липатова, 8;1961 г.;23;2015-2017;55.965572;58.007961
Кавалерийская, 51;1961 г.;23;2015-2017;56.211549;57.976119
2-я Гамовская, 23;1961 г.;23;2015-2017;56.160713;57.969174
Косякова, 11;1961 г.;22;2015-2017;56.374440;58.112415
Адмирала .Нахимова, 19;1961 г.;22;2015-2017;55.950031;58.003193
Комсомольский, 24;1961 г.;21;2015-2017;56.238732;58.011981
Одоевского, 22;1961 г.;21;2015-2017;56.174898;57.977398
Победы, 39;1961 г.;21;2015-2017;55.923423;58.009163
Мира, 71;1961 г.;21;2015-2017;56.168115;57.972644
Мира, 73;1961 г.;20;2015-2017;56.167756;57.972343
Генерала Черняховского, 21;1961 г.;18;2015-2017;56.391014;58.088792
Одоевского, 26;1961 г.;18;2015-2017;56.175940;57.976768
Бумажников, 12;1961 г.;16;2015-2017;56.443961;58.149450
Косякова, 7;1961 г.;1;2015-2017;56.372302;58.112681
Липатова, 8а;1961 г.;;2015-2017;55.966309;58.008333
Кузбасская, 32;1961 г.;;2015-2017;56.239594;57.960275
Липатова, 4а;1961 г.;;2015-2017;55.967252;58.007627
Сухумская, 6а;1961 г.;;2015-2017;56.438454;58.150339
Липатова, 4;1961 г.;;2015-2017;55.966641;58.007189
